coverage_id,discovery_row_id,discovery_status,scope_decision,device_type_name,device_type_id,related_device_type,relation_type,relationship_origin,endpoint_requirement,cluster_name,cluster_id,server_client_role,requirement,feature_condition,specification_path,specification_revision,device_type_definition_path,device_type_revision,sdk_definition_path,sdk_revision,documentation_path,documentation_kind,implementation_path,implementation_scope,implementation_revision,idl_path,idl_scope,example_device_server_endpoints,evidence_location,status,relation_status,specification_status,sdk_status,implementation_status,documentation_status,idl_status,revision_comparison,documentation_search_scope,resolution,commit_sha,data_model_version,notes,example_cluster_revision,example_device_revision,example_implementation_path,example_implementation_scope
C021,D021,unverified,include,Room Air Conditioner,0x0072,not_applicable,requires_cluster,base,server on endpoint implementing this Device Type; conditional support retained,Descriptor,0x001D,server,required,"mandatoryConform; features(feature(code=TAGLIST,mandatoryConform(condition(name=Duplicate))))",data_model/1.7/clusters/Descriptor-Cluster.xml,3,data_model/1.7/device_types/RoomAirConditioner.xml,5,src/app/zap-templates/zcl/data-model/chip/descriptor-cluster.xml,3,unverified,unverified,src/app/clusters/descriptor/DescriptorCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/chef/devices/rootnode_roomairconditioner_9cf3607804.matter,device_example,1,"[{""path"":""data_model/1.7/device_types/BaseDeviceType.xml"",""line"":92},{""path"":""data_model/1.7/clusters/Descriptor-Cluster.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/descriptor-cluster.xml"",""selector"":""/configurator/cluster[code=0x001D]/globalAttribute[@code=0xFFFD]""}]",missing,present,present,present,present,missing,present,same_declared_value_only,"[""src/app/clusters/descriptor/*.md""]",Verified primary mapping; bounded documentation/SDK absence recorded,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; No standalone component Markdown guide in this exact directory; broader prose availability not asserted. Embedded API comments are implementation content.; Inherited through BaseDeviceType; conditional Binding retained, not forced enabled.",3,5,not_applicable,not_applicable
C022,D022,present,include,Room Air Conditioner,0x0072,not_applicable,requires_cluster,base,server on endpoint implementing this Device Type; conditional support retained,Binding,0x001E,server,required (conditional),"mandatoryConform(andTerm(condition(name=Simple),condition(name=Client)))",data_model/1.7/clusters/Binding-Cluster.xml,1,data_model/1.7/device_types/RoomAirConditioner.xml,5,src/app/zap-templates/zcl/data-model/chip/binding-cluster.xml,1,src/app/clusters/bindings/README.md,cluster_implementation_guide,src/app/clusters/bindings/BindingCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/all-clusters-app/all-clusters-common/all-clusters-app.matter,generic_all_clusters,unverified,"[{""path"":""data_model/1.7/device_types/BaseDeviceType.xml"",""line"":102},{""path"":""data_model/1.7/clusters/Binding-Cluster.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/binding-cluster.xml"",""selector"":""/configurator/cluster[code=0x001E]/globalAttribute[@code=0xFFFD]""}]",present,present,present,present,present,present,present,same_declared_value_only,[],Retained verified coverage,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Inherited through BaseDeviceType; conditional Binding retained, not forced enabled.",1,not_applicable,not_applicable,not_applicable
C023,D023,unverified,include,Room Air Conditioner,0x0072,not_applicable,requires_cluster,base,server on endpoint implementing this Device Type; conditional support retained,Fixed Label,0x0040,server,optional,optionalConform,data_model/1.7/clusters/FixedLabel-Cluster.xml,1,data_model/1.7/device_types/RoomAirConditioner.xml,5,src/app/zap-templates/zcl/data-model/chip/fixed-label-cluster.xml,1,unverified,unverified,src/app/clusters/fixed-label-server/FixedLabelCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/all-clusters-app/all-clusters-common/all-clusters-app.matter,generic_all_clusters,unverified,"[{""path"":""data_model/1.7/device_types/BaseDeviceType.xml"",""line"":110},{""path"":""data_model/1.7/clusters/FixedLabel-Cluster.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/fixed-label-cluster.xml"",""selector"":""/configurator/cluster[code=0x0040]/globalAttribute[@code=0xFFFD]""}]",missing,present,present,present,present,missing,present,same_declared_value_only,"[""src/app/clusters/fixed-label-server/*.md""]",Verified primary mapping; bounded documentation/SDK absence recorded,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; No standalone component Markdown guide in this exact directory; broader prose availability not asserted. Embedded API comments are implementation content.; Inherited through BaseDeviceType; conditional Binding retained, not forced enabled.",1,not_applicable,not_applicable,not_applicable
C024,D024,unverified,include,Room Air Conditioner,0x0072,not_applicable,requires_cluster,base,server on endpoint implementing this Device Type; conditional support retained,User Label,0x0041,server,optional,optionalConform,data_model/1.7/clusters/UserLabel-Cluster.xml,1,data_model/1.7/device_types/RoomAirConditioner.xml,5,src/app/zap-templates/zcl/data-model/chip/user-label-cluster.xml,1,unverified,unverified,src/app/clusters/user-label-server/UserLabelCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/all-clusters-app/all-clusters-common/all-clusters-app.matter,generic_all_clusters,unverified,"[{""path"":""data_model/1.7/device_types/BaseDeviceType.xml"",""line"":113},{""path"":""data_model/1.7/clusters/UserLabel-Cluster.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/user-label-cluster.xml"",""selector"":""/configurator/cluster[code=0x0041]/globalAttribute[@code=0xFFFD]""}]",missing,present,present,present,present,missing,present,same_declared_value_only,"[""src/app/clusters/user-label-server/*.md""]",Verified primary mapping; bounded documentation/SDK absence recorded,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; No standalone component Markdown guide in this exact directory; broader prose availability not asserted. Embedded API comments are implementation content.; Inherited through BaseDeviceType; conditional Binding retained, not forced enabled.",1,not_applicable,not_applicable,not_applicable
C025,D025,present,include,Laundry Washer,0x0073,not_applicable,requires_cluster,direct,server on endpoint implementing this Device Type; conditional support retained,Identify,0x0003,server,optional,optionalConform,data_model/1.7/clusters/Identify.xml,6,data_model/1.7/device_types/LaundryWasher.xml,2,src/app/zap-templates/zcl/data-model/chip/identify-cluster.xml,6,src/app/clusters/identify-server/README.md,cluster_implementation_guide,src/app/clusters/identify-server/IdentifyCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/laundry-washer-app/nxp/zap/laundry-washer-app.matter,device_example,1,"[{""path"":""data_model/1.7/device_types/LaundryWasher.xml"",""line"":67},{""path"":""data_model/1.7/clusters/Identify.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/identify-cluster.xml"",""selector"":""/configurator/cluster[code=0x0003]/globalAttribute[@code=0xFFFD]""}]",present,present,present,present,present,present,present,same_declared_value_only,[],Retained verified coverage,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.,6,1,not_applicable,not_applicable
C026,D026,unverified,include,Laundry Washer,0x0073,not_applicable,requires_cluster,direct,server on endpoint implementing this Device Type; conditional support retained,On/Off,0x0006,server,optional,"optionalConform; features(feature(code=DF,mandatoryConform))",data_model/1.7/clusters/OnOff.xml,7,data_model/1.7/device_types/LaundryWasher.xml,2,src/app/zap-templates/zcl/data-model/chip/onoff-cluster.xml,7,unverified,unverified,src/app/clusters/on-off-server/OnOffCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/laundry-washer-app/nxp/zap/laundry-washer-app.matter,device_example,1,"[{""path"":""data_model/1.7/device_types/LaundryWasher.xml"",""line"":70},{""path"":""data_model/1.7/clusters/OnOff.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/onoff-cluster.xml"",""selector"":""/configurator/cluster[code=0x0006]/globalAttribute[@code=0xFFFD]""}]",missing,present,present,present,present,missing,present,same_declared_value_only,"[""src/app/clusters/on-off-server/*.md""]",Verified primary mapping; bounded documentation/SDK absence recorded,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; No standalone component Markdown guide in this exact directory; broader prose availability not asserted. Embedded API comments are implementation content.,7,1,examples/laundry-washer-app/nxp/common/main/DeviceCallbacks.cpp,device_specific
C027,D027,present,include,Laundry Washer,0x0073,not_applicable,requires_cluster,direct,server on endpoint implementing this Device Type; conditional support retained,Laundry Washer Mode,0x0051,server,optional,"optionalConform; features(feature(code=DEPONOFF,disallowConform)); attributes(attribute(code=0x0002,name=StartUpMode,disallowConform))",data_model/1.7/clusters/Mode_LaundryWasher.xml,4,data_model/1.7/device_types/LaundryWasher.xml,2,src/app/zap-templates/zcl/data-model/chip/laundry-washer-mode-cluster.xml,4,src/app/clusters/mode-base-server/README.md,cluster_implementation_guide,src/app/clusters/mode-base-server/ModeBaseCluster.cpp,framework_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/laundry-washer-app/nxp/zap/laundry-washer-app.matter,device_example,1,"[{""path"":""data_model/1.7/device_types/LaundryWasher.xml"",""line"":78},{""path"":""data_model/1.7/clusters/Mode_LaundryWasher.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/laundry-washer-mode-cluster.xml"",""selector"":""/configurator/cluster[code=0x0051]/globalAttribute[@code=0xFFFD]""}]",present,present,present,present,present,present,present,same_declared_value_only,[],Retained verified coverage,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Shared Mode Base; source/app alias evidence in mode-base-cluster-objects.h.,4,1,examples/laundry-washer-app/nxp/common/main/laundry-washer-mode.cpp,device_specific
C028,D028,unverified,include,Laundry Washer,0x0073,not_applicable,requires_cluster,direct,server on endpoint implementing this Device Type; conditional support retained,Laundry Washer Controls,0x0053,server,optional,optionalConform,data_model/1.7/clusters/LaundryWasherControls.xml,2,data_model/1.7/device_types/LaundryWasher.xml,2,src/app/zap-templates/zcl/data-model/chip/washer-controls-cluster.xml,2,unverified,unverified,src/app/clusters/laundry-washer-controls-server/LaundryWasherControlsCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/laundry-washer-app/nxp/zap/laundry-washer-app.matter,device_example,1,"[{""path"":""data_model/1.7/device_types/LaundryWasher.xml"",""line"":91},{""path"":""data_model/1.7/clusters/LaundryWasherControls.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/washer-controls-cluster.xml"",""selector"":""/configurator/cluster[code=0x0053]/globalAttribute[@code=0xFFFD]""}]",missing,present,present,present,present,missing,present,same_declared_value_only,"[""src/app/clusters/laundry-washer-controls-server/*.md""]",Verified primary mapping; bounded documentation/SDK absence recorded,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; No standalone component Markdown guide in this exact directory; broader prose availability not asserted. Embedded API comments are implementation content.,2,1,examples/all-clusters-app/all-clusters-common/src/laundry-washer-controls-delegate-impl.cpp,cluster_shared
C029,D029,unverified,include,Laundry Washer,0x0073,not_applicable,requires_cluster,direct,server on endpoint implementing this Device Type; conditional support retained,Temperature Control,0x0056,server,optional,optionalConform,data_model/1.7/clusters/TemperatureControl.xml,1,data_model/1.7/device_types/LaundryWasher.xml,2,src/app/zap-templates/zcl/data-model/chip/temperature-control-cluster.xml,1,unverified,unverified,src/app/clusters/temperature-control-server/TemperatureControlCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/laundry-washer-app/nxp/zap/laundry-washer-app.matter,device_example,1,"[{""path"":""data_model/1.7/device_types/LaundryWasher.xml"",""line"":94},{""path"":""data_model/1.7/clusters/TemperatureControl.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/temperature-control-cluster.xml"",""selector"":""/configurator/cluster[code=0x0056]/globalAttribute[@code=0xFFFD]""}]",missing,present,present,present,present,missing,present,same_declared_value_only,"[""src/app/clusters/temperature-control-server/*.md""]",Verified primary mapping; bounded documentation/SDK absence recorded,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; No standalone component Markdown guide in this exact directory; broader prose availability not asserted. Embedded API comments are implementation content.,1,1,not_applicable,not_applicable
C030,D030,present,include,Laundry Washer,0x0073,not_applicable,requires_cluster,direct,server on endpoint implementing this Device Type; conditional support retained,Operational State,0x0060,server,required,"mandatoryConform; events(event(id=0x0001,name=OperationCompletion,mandatoryConform))",data_model/1.7/clusters/OperationalState.xml,3,data_model/1.7/device_types/LaundryWasher.xml,2,src/app/zap-templates/zcl/data-model/chip/operational-state-cluster.xml,3,src/app/clusters/operational-state-server/README.md,cluster_implementation_guide,src/app/clusters/operational-state-server/OperationalStateCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/laundry-washer-app/nxp/zap/laundry-washer-app.matter,device_example,1,"[{""path"":""data_model/1.7/device_types/LaundryWasher.xml"",""line"":97},{""path"":""data_model/1.7/clusters/OperationalState.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/operational-state-cluster.xml"",""selector"":""/configurator/cluster[code=0x0060]/globalAttribute[@code=0xFFFD]""}]",present,present,present,present,present,present,present,same_declared_value_only,[],Retained verified coverage,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.,3,1,not_applicable,not_applicable
C031,D031,unverified,include,Laundry Washer,0x0073,not_applicable,requires_cluster,base,server on endpoint implementing this Device Type; conditional support retained,Descriptor,0x001D,server,required,"mandatoryConform; features(feature(code=TAGLIST,mandatoryConform(condition(name=Duplicate))))",data_model/1.7/clusters/Descriptor-Cluster.xml,3,data_model/1.7/device_types/LaundryWasher.xml,2,src/app/zap-templates/zcl/data-model/chip/descriptor-cluster.xml,3,unverified,unverified,src/app/clusters/descriptor/DescriptorCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/laundry-washer-app/nxp/zap/laundry-washer-app.matter,device_example,1,"[{""path"":""data_model/1.7/device_types/BaseDeviceType.xml"",""line"":92},{""path"":""data_model/1.7/clusters/Descriptor-Cluster.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/descriptor-cluster.xml"",""selector"":""/configurator/cluster[code=0x001D]/globalAttribute[@code=0xFFFD]""}]",missing,present,present,present,present,missing,present,same_declared_value_only,"[""src/app/clusters/descriptor/*.md""]",Verified primary mapping; bounded documentation/SDK absence recorded,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; No standalone component Markdown guide in this exact directory; broader prose availability not asserted. Embedded API comments are implementation content.; Inherited through BaseDeviceType; conditional Binding retained, not forced enabled.",3,1,not_applicable,not_applicable
C032,D032,present,include,Laundry Washer,0x0073,not_applicable,requires_cluster,base,server on endpoint implementing this Device Type; conditional support retained,Binding,0x001E,server,required (conditional),"mandatoryConform(andTerm(condition(name=Simple),condition(name=Client)))",data_model/1.7/clusters/Binding-Cluster.xml,1,data_model/1.7/device_types/LaundryWasher.xml,2,src/app/zap-templates/zcl/data-model/chip/binding-cluster.xml,1,src/app/clusters/bindings/README.md,cluster_implementation_guide,src/app/clusters/bindings/BindingCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/laundry-washer-app/nxp/zap/laundry-washer-app.matter,device_example,1,"[{""path"":""data_model/1.7/device_types/BaseDeviceType.xml"",""line"":102},{""path"":""data_model/1.7/clusters/Binding-Cluster.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/binding-cluster.xml"",""selector"":""/configurator/cluster[code=0x001E]/globalAttribute[@code=0xFFFD]""}]",present,present,present,present,present,present,present,same_declared_value_only,[],Retained verified coverage,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Inherited through BaseDeviceType; conditional Binding retained, not forced enabled.",1,1,not_applicable,not_applicable
C033,D033,unverified,include,Laundry Washer,0x0073,not_applicable,requires_cluster,base,server on endpoint implementing this Device Type; conditional support retained,Fixed Label,0x0040,server,optional,optionalConform,data_model/1.7/clusters/FixedLabel-Cluster.xml,1,data_model/1.7/device_types/LaundryWasher.xml,2,src/app/zap-templates/zcl/data-model/chip/fixed-label-cluster.xml,1,unverified,unverified,src/app/clusters/fixed-label-server/FixedLabelCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/all-clusters-app/all-clusters-common/all-clusters-app.matter,generic_all_clusters,unverified,"[{""path"":""data_model/1.7/device_types/BaseDeviceType.xml"",""line"":110},{""path"":""data_model/1.7/clusters/FixedLabel-Cluster.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/fixed-label-cluster.xml"",""selector"":""/configurator/cluster[code=0x0040]/globalAttribute[@code=0xFFFD]""}]",missing,present,present,present,present,missing,present,same_declared_value_only,"[""src/app/clusters/fixed-label-server/*.md""]",Verified primary mapping; bounded documentation/SDK absence recorded,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; No standalone component Markdown guide in this exact directory; broader prose availability not asserted. Embedded API comments are implementation content.; Inherited through BaseDeviceType; conditional Binding retained, not forced enabled.",1,not_applicable,not_applicable,not_applicable
C034,D034,unverified,include,Laundry Washer,0x0073,not_applicable,requires_cluster,base,server on endpoint implementing this Device Type; conditional support retained,User Label,0x0041,server,optional,optionalConform,data_model/1.7/clusters/UserLabel-Cluster.xml,1,data_model/1.7/device_types/LaundryWasher.xml,2,src/app/zap-templates/zcl/data-model/chip/user-label-cluster.xml,1,unverified,unverified,src/app/clusters/user-label-server/UserLabelCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/laundry-washer-app/nxp/zap/laundry-washer-app.matter,device_example,1,"[{""path"":""data_model/1.7/device_types/BaseDeviceType.xml"",""line"":113},{""path"":""data_model/1.7/clusters/UserLabel-Cluster.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/user-label-cluster.xml"",""selector"":""/configurator/cluster[code=0x0041]/globalAttribute[@code=0xFFFD]""}]",missing,present,present,present,present,missing,present,same_declared_value_only,"[""src/app/clusters/user-label-server/*.md""]",Verified primary mapping; bounded documentation/SDK absence recorded,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; No standalone component Markdown guide in this exact directory; broader prose availability not asserted. Embedded API comments are implementation content.; Inherited through BaseDeviceType; conditional Binding retained, not forced enabled.",1,1,not_applicable,not_applicable
C035,D035,present,exclude,Temperature Controlled Cabinet,0x0071,Refrigerator:0x0070,requires_cluster,direct,server on endpoint implementing this Device Type; conditional support retained,Oven Cavity Operational State,0x0048,server,optional (conditional),"optionalConform(condition(name=Heater)); commands(command(id=0x0000,name=Pause,disallowConform),command(id=0x0003,name=Resume,disallowConform)); events(event(id=0x0001,name=OperationCompletion,mandatoryConform))",data_model/1.7/clusters/OperationalState_Oven.xml,2,data_model/1.7/device_types/TemperatureControlledCabinet.xml,6,src/app/zap-templates/zcl/data-model/chip/operational-state-oven-cluster.xml,2,src/app/clusters/operational-state-server/README.md,cluster_implementation_guide,src/app/clusters/operational-state-server/OvenCavityOperationalStateCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/chef/devices/rootnode_oven_temperaturecontrolledcabinet_cooktop_cooksurface_738dd18832.matter,device_example,2,"[{""path"":""data_model/1.7/device_types/TemperatureControlledCabinet.xml"",""line"":75},{""path"":""data_model/1.7/clusters/OperationalState_Oven.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/operational-state-oven-cluster.xml"",""selector"":""/configurator/cluster[code=0x0048]/globalAttribute[@code=0xFFFD]""}]",not_applicable,present,present,present,present,present,present,same_declared_value_only,[],Heater=false in Refrigerator Cooler-only profile,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Heater=false in Refrigerator Cooler-only profile; this is scope inapplicability, not source absence. Original evidence statuses retained.",2,3,not_applicable,not_applicable
C036,D036,present,exclude,Temperature Controlled Cabinet,0x0071,Refrigerator:0x0070,requires_cluster,direct,server on endpoint implementing this Device Type; conditional support retained,Oven Mode,0x0049,server,optional (conditional),"optionalConform(condition(name=Heater)); features(feature(code=DEPONOFF,disallowConform)); attributes(attribute(code=0x0002,name=StartUpMode,disallowConform))",data_model/1.7/clusters/Mode_Oven.xml,3,data_model/1.7/device_types/TemperatureControlledCabinet.xml,6,src/app/zap-templates/zcl/data-model/chip/oven-mode-cluster.xml,3,src/app/clusters/mode-base-server/README.md,cluster_implementation_guide,src/app/clusters/mode-base-server/ModeBaseCluster.cpp,framework_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/chef/devices/rootnode_oven_temperaturecontrolledcabinet_cooktop_cooksurface_738dd18832.matter,device_example,2,"[{""path"":""data_model/1.7/device_types/TemperatureControlledCabinet.xml"",""line"":93},{""path"":""data_model/1.7/clusters/Mode_Oven.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/oven-mode-cluster.xml"",""selector"":""/configurator/cluster[code=0x0049]/globalAttribute[@code=0xFFFD]""}]",not_applicable,present,present,present,present,present,present,same_declared_value_only,[],Heater=false in Refrigerator Cooler-only profile,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Heater=false in Refrigerator Cooler-only profile; this is scope inapplicability, not source absence. Original evidence statuses retained.",3,3,not_applicable,not_applicable
C037,D037,present,include,Temperature Controlled Cabinet,0x0071,Refrigerator:0x0070,requires_cluster,direct,server on endpoint implementing this Device Type; conditional support retained,Refrigerator And Temperature Controlled Cabinet Mode,0x0052,server,optional (conditional),"optionalConform(condition(name=Cooler)); features(feature(code=DEPONOFF,disallowConform)); attributes(attribute(code=0x0002,name=StartUpMode,disallowConform))",data_model/1.7/clusters/Mode_Refrigerator.xml,4,data_model/1.7/device_types/TemperatureControlledCabinet.xml,6,src/app/zap-templates/zcl/data-model/chip/refrigerator-and-temperature-controlled-cabinet-mode-cluster.xml,4,src/app/clusters/mode-base-server/README.md,cluster_implementation_guide,src/app/clusters/mode-base-server/ModeBaseCluster.cpp,framework_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/chef/devices/rootnode_refrigerator_temperaturecontrolledcabinet_temperaturecontrolledcabinet_ffdb696680.matter,device_example,unverified,"[{""path"":""data_model/1.7/device_types/TemperatureControlledCabinet.xml"",""line"":108},{""path"":""data_model/1.7/clusters/Mode_Refrigerator.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/refrigerator-and-temperature-controlled-cabinet-mode-cluster.xml"",""selector"":""/configurator/cluster[code=0x0052]/globalAttribute[@code=0xFFFD]""}]",present,present,present,present,present,present,present,same_declared_value_only,[],Retained verified coverage,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Shared Mode Base; source/app alias evidence in mode-base-cluster-objects.h.,4,1,not_applicable,not_applicable
C038,D038,unverified,include,Temperature Controlled Cabinet,0x0071,Refrigerator:0x0070,requires_cluster,direct,server on endpoint implementing this Device Type; conditional support retained,Temperature Control,0x0056,server,required,"mandatoryConform; features(feature(code=TN,mandatoryConform),feature(code=TL,disallowConform))",data_model/1.7/clusters/TemperatureControl.xml,1,data_model/1.7/device_types/TemperatureControlledCabinet.xml,6,src/app/zap-templates/zcl/data-model/chip/temperature-control-cluster.xml,1,unverified,unverified,src/app/clusters/temperature-control-server/TemperatureControlCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/chef/devices/rootnode_refrigerator_temperaturecontrolledcabinet_temperaturecontrolledcabinet_ffdb696680.matter,device_example,2|3,"[{""path"":""data_model/1.7/device_types/TemperatureControlledCabinet.xml"",""line"":123},{""path"":""data_model/1.7/clusters/TemperatureControl.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/temperature-control-cluster.xml"",""selector"":""/configurator/cluster[code=0x0056]/globalAttribute[@code=0xFFFD]""}]",missing,present,present,present,present,missing,present,same_declared_value_only,"[""src/app/clusters/temperature-control-server/*.md""]",Verified primary mapping; bounded documentation/SDK absence recorded,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; No standalone component Markdown guide in this exact directory; broader prose availability not asserted. Embedded API comments are implementation content.,1,1,examples/refrigerator-app/refrigerator-common/src/static-supported-temperature-levels.cpp,device_specific
C039,D039,unverified,include,Temperature Controlled Cabinet,0x0071,Refrigerator:0x0070,requires_cluster,direct,server on endpoint implementing this Device Type; conditional support retained,Temperature Alarm,0x0064,server,conditional/provisional,"otherwiseConform(provisionalConform,optionalConform)",data_model/1.7/clusters/TemperatureAlarm.xml,1,data_model/1.7/device_types/TemperatureControlledCabinet.xml,6,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,unverified,"[{""path"":""data_model/1.7/device_types/TemperatureControlledCabinet.xml"",""line"":134},{""path"":""data_model/1.7/clusters/TemperatureAlarm.xml"",""selector"":""/cluster/@revision and clusterIds""}]",missing,present,present,missing,missing,missing,missing,unverified,"[""src/app/clusters/**/*TemperatureAlarm*"",""docs/guides/*.md""]",Verified primary mapping; bounded documentation/SDK absence recorded,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; No dedicated TemperatureAlarm guide in bounded search; shared Alarm Base guide is support, not a concrete-cluster guide.; Specification-only provisional cluster. SDK has a device include reference but no concrete cluster definition. Bounded search: src/app/clusters, src/app/zap-templates/zcl/data-model/chip, zzz_generated/app-common/clusters and selected example/all-clusters IDLs.",not_applicable,not_applicable,not_applicable,not_applicable
